"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3586","Login to QA Console","chromium","Mon Jul 21 08:25:00 IST 2025","passed","Mon Jul 21 08:25:04 IST 2025","Flotorch Console Login","login.spec.js","",""
